Total_procs,RAW_runtime,POSIX_read_write_bytes_perc,POSIX_read_only_bytes_perc,POSIX_write_only_bytes_perc,POSIX_unique_bytes_perc,POSIX_shared_bytes_perc,POSIX_unique_files_perc,POSIX_shared_files_perc,POSIX_RAW_total_bytes,POSIX_RAW_total_accesses,POSIX_RAW_total_files,POSIX_RAW_OPENS,POSIX_read_only_files_perc,POSIX_read_write_files_perc,POSIX_write_only_files_perc,POSIX_BYTES_READ_PERC,POSIX_BYTES_WRITTEN_PERC,POSIX_RAW_agg_perf_by_slowest,POSIX_WRITES_PERC,POSIX_RW_SWITCHES_PERC,POSIX_READS_PERC,POSIX_FILE_NOT_ALIGNED_PERC,POSIX_MEM_NOT_ALIGNED_PERC,POSIX_SIZE_READ_0_100_PERC,POSIX_SIZE_READ_100_1K_PERC,POSIX_SIZE_READ_1K_10K_PERC,POSIX_SIZE_READ_10K_100K_PERC,POSIX_SIZE_READ_100K_1M_PERC,POSIX_SIZE_READ_1M_4M_PERC,POSIX_SIZE_READ_4M_10M_PERC,POSIX_SIZE_READ_10M_100M_PERC,POSIX_SIZE_READ_100M_1G_PERC,POSIX_SIZE_READ_1G_PLUS_PERC,POSIX_SIZE_WRITE_0_100_PERC,POSIX_SIZE_WRITE_100_1K_PERC,POSIX_SIZE_WRITE_1K_10K_PERC,POSIX_SIZE_WRITE_10K_100K_PERC,POSIX_SIZE_WRITE_100K_1M_PERC,POSIX_SIZE_WRITE_1M_4M_PERC,POSIX_SIZE_WRITE_4M_10M_PERC,POSIX_SIZE_WRITE_10M_100M_PERC,POSIX_SIZE_WRITE_100M_1G_PERC,POSIX_SIZE_WRITE_1G_PLUS_PERC,POSIX_ACCESS1_COUNT_PERC,POSIX_ACCESS2_COUNT_PERC,POSIX_ACCESS3_COUNT_PERC,POSIX_ACCESS4_COUNT_PERC,POSIX_SEQ_READS_PERC,POSIX_SEQ_WRITES_PERC,POSIX_CONSEC_READS_PERC,POSIX_CONSEC_WRITES_PERC,LOG10_runtime,POSIX_LOG10_RAW_total_bytes,POSIX_LOG10_RAW_total_accesses,POSIX_LOG10_RAW_total_files,POSIX_LOG10_RAW_OPENS,POSIX_LOG10_RAW_agg_perf_by_slowest
4.342923104481638e-06,25,0.0,3.64007616377747e-05,0.9999635992383622,1.0,0.0,0.7142857142857143,0.0,39449724.0,37.0,7,6.0,0.2,0.0,0.8,3.64007616377747e-05,0.9999635992383622,1040946.3148316653,0.9459459459459459,0.0,0.05405405405405406,0.8648648648648649,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972972972972973,0.05405405405405406,0.2972972972972973,0.0,0.0,0.2972972972972973,0.0,0.0,0.0,0.0,0.7567567567567568,0.13513513513513514,0.08108108108108109,0.0,0.5,0.8571428571428571,0.5,0.8571428571428571,1.3979401823897957,7.596043969124857,1.568201841443866,0.8450986604345021,0.778151974207177,6.017428332037687
2.350248037722309,2,0.0,3.457670123630488e-05,0.9999654232987637,1.0,0.0,0.8333333333333334,0.0,41530856.0,2490.0,12,11.0,0.1,0.0,0.9,3.457670123630488e-05,0.9999654232987637,2031746.0317460317,0.9991967871485944,0.0,0.0008032128514056225,0.9959839357429718,0.0,0.00040160642570281126,0.0,0.00040160642570281126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004417670682730923,0.00040160642570281126,0.0,0.9943775100401606,0.0,0.0,0.0,0.0,0.0,0.0,0.06506024096385542,0.05461847389558233,0.04939759036144578,0.04578313253012048,0.5,0.9959807073954984,0.5,0.9959807073954984,0.30103216713096204,7.61837088252451,3.396199348839891,1.0791816079595422,1.041393079971211,6.3078694201964245
2.350248037722309,177,0.0,0.0005875323512400521,0.9994124676487599,1.0,0.0,0.034408602150537634,0.0,38031035998.0,229123.0,465,469.0,0.25,0.0,0.75,0.0005875323512400521,0.9994124676487599,1073.1952712333361,0.9880413576987033,0.0,0.011958642301296684,0.9999083461721433,0.0,3.4915743945391775e-05,1.7457871972695887e-05,0.011906268685378595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004368832461167146,8.728935986347944e-06,0.0016541333694129355,4.364467993173972e-06,0.9820052984641437,0.0,0.0,0.0,0.0,0.0,0.8777818027871492,0.08638591498889243,0.023620500779057536,0.007629090052068103,0.9967153284671533,0.9999381579005491,0.9967153284671533,0.9999381579005491,2.2479732908982175,10.58013815612645,5.3600686870770415,2.66745296222962,2.6711728519750935,3.0306787544407987
4.342923104481638e-06,1,1.0,0.0,0.0,0.0,1.0,0.5,0.0,800.0,2.0,2,2.0,0.0,1.0,0.0,0.5,0.5,36013.32493022419,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342923104481638e-06,2.9030899924206244,0.30103216713096204,0.30103216713096204,0.30103216713096204,4.556463219580976
4.342923104481638e-06,1,1.0,0.0,0.0,1.0,0.0,0.5,0.0,800.0,2.0,2,2.0,0.0,1.0,0.0,0.5,0.5,13420.56701895655,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342923104481638e-06,2.9030899924206244,0.30103216713096204,0.30103216713096204,0.30103216713096204,4.127770865486069
1.0000004342942648,1,1.0,0.0,0.0,0.0,1.0,0.0,0.5,8000.0,20.0,2,11.0,0.0,1.0,0.0,0.5,0.5,22683.452421458547,0.5,0.5,0.5,0.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,4.342923104481638e-06,3.9030899875348117,1.301030212811168,0.30103216713096204,1.041393079971211,4.355709155063165
1.0791816079595422,8,0.0,9.16434100915974e-06,0.9999908356589908,1.0,0.0,0.9943502824858758,0.0,210380648.0,1137.0,177,1268.0,0.005681818181818182,0.0,0.9943181818181818,9.16434100915974e-06,0.9999908356589908,314285.71428571426,0.9991204925241864,0.0,0.0008795074758135445,0.8452066842568162,0.0,0.0,0.0,0.0008795074758135445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7880386983289358,0.07036059806508356,0.014072119613016711,0.014072119613016711,0.028144239226033423,0.08443271767810026,0.0,0.0,0.0,0.0,0.23922603342128407,0.11433597185576078,0.08443271767810026,0.04221635883905013,0.0,0.8459507042253521,0.0,0.8459507042253521,0.9030905298597066,8.32300578846011,3.0557604685073874,2.2479732908982175,3.103119256970749,5.497324640821768
1.0791816079595422,5,0.0,1.3607089639000107e-05,0.999986392910361,1.0,0.0,0.9812889812889813,0.0,102520086.0,1021.0,481,1440.0,0.00211864406779661,0.0,0.9978813559322034,1.3607089639000107e-05,0.999986392910361,3034482.7586206896,0.9990205680705191,0.0,0.0009794319294809011,0.5377081292850147,0.0,0.0,0.0,0.0009794319294809011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2820763956904995,0.04407443682664055,0.014691478942213516,0.48579823702252695,0.17238001958863858,0.0,0.0,0.0,0.0,0.0,0.6307541625857003,0.18707149853085211,0.031341821743388835,0.013712047012732615,0.0,0.538235294117647,0.0,0.538235294117647,0.698970872924114,8.010808961824674,3.009025746340529,2.682145085402823,3.1583624951111835,6.4820846742526435
1.0791816079595422,39,0.0,1.554982879920086e-05,0.9999844501712007,1.0,0.0,0.9637972646822205,0.0,273443525.0,1507.0,1243,2783.0,0.0008347245409015025,0.0,0.9991652754590985,1.554982879920086e-05,0.9999844501712007,26561.37832017229,0.9993364299933643,0.0,0.0006635700066357001,0.205706702057067,0.0,0.0,0.0,0.0006635700066357001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34638354346383543,0.1897810218978102,0.43331121433311215,0.0046449900464499,0.0,0.010617120106171201,0.0019907100199071004,0.012607830126078301,0.0,0.0,0.814200398142004,0.035169210351692105,0.015262110152621102,0.013271400132714002,0.0,0.2058432934926959,0.0,0.2051792828685259,1.5910647183840445,8.436867643965696,3.1781132551964797,3.0944711321355665,3.4445132078945693,4.424250607806537
1.0791816079595422,17,0.0,7.375488275427075e-06,0.9999926245117245,1.0,0.0,0.819672131147541,0.0,394956902.0,231.0,61,319.0,0.02,0.0,0.98,7.375488275427075e-06,0.9999926245117245,2407407.407407407,0.9956709956709957,0.0,0.004329004329004329,0.7835497835497836,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5887445887445888,0.025974025974025976,0.025974025974025976,0.0,0.1038961038961039,0.11255411255411256,0.13852813852813853,0.0,0.0,0.0,0.31601731601731603,0.21645021645021645,0.09523809523809523,0.05194805194805195,0.0,0.7869565217391304,0.0,0.7869565217391304,1.230449176845541,8.596549707665046,2.363611998692771,1.785329906206578,2.503790696671428,6.381549592485673
